"Cr2O3_(alpha)_O_K_Rik_Brydson_158"
"Uncommented specimen"
510.0999, 172797.0
510.1999, 172305.0
510.2999, 172000.0
510.3999, 173149.0
510.49989999999997, 172940.0
510.5999, 172578.0
510.6999, 173146.0
510.7999, 172995.0
510.8999, 172568.0
510.99989999999997, 172514.0
511.0999, 172421.0
511.1999, 172560.0
511.2999, 172550.0
511.3999, 172442.0
511.49989999999997, 172718.0
511.5999, 172920.0
511.6999, 172610.0
511.7999, 172462.0
511.8999, 172682.0
511.99989999999997, 172182.0
512.0998999999999, 171951.0
512.1999, 172195.0
512.2999, 172059.0
512.3999, 171516.0
512.4999, 171625.0
512.5998999999999, 171161.0
512.6999, 171106.0
512.7999, 170510.0
512.8999, 170634.0
512.9999, 170922.0
513.0998999999999, 170313.0
513.1999, 170107.0
513.2999, 170898.0
513.3999, 170547.0
513.4999, 170202.0
513.5998999999999, 169786.0
513.6999, 169143.0
513.7999, 169702.0
513.8999, 169733.0
513.9999, 169626.0
514.0998999999999, 169105.0
514.1999, 169216.0
514.2999, 169107.0
514.3999, 169352.0
514.4999, 168909.0
514.5998999999999, 168850.0
514.6999, 168945.0
514.7999, 168794.0
514.8999, 167605.0
514.9999, 167828.0
515.0998999999999, 168418.0
515.1999, 168040.0
515.2999, 167940.0
515.3999, 167641.0
515.4999, 167224.0
515.5998999999999, 166791.0
515.6999, 166055.0
515.7999, 165624.0
515.8999, 165834.0
515.9999, 165041.0
516.0998999999999, 165310.0
516.1999, 165526.0
516.2999, 166105.0
516.3999, 165556.0
516.4999, 165285.0
516.5998999999999, 165423.0
516.6999, 164382.0
516.7999, 164615.0
516.8999, 164721.0
516.9999, 165039.0
517.0998999999999, 164865.0
517.1999, 164377.0
517.2999, 164627.0
517.3999, 163649.0
517.4999, 163325.0
517.5998999999999, 163279.0
517.6999, 163823.0
517.7999, 163868.0
517.8999, 163437.0
517.9999, 163648.0
518.0998999999999, 162464.0
518.1999, 162393.0
518.2999, 161842.0
518.3999, 161921.0
518.4999, 161936.0
518.5998999999999, 161934.0
518.6999, 162290.0
518.7999, 162124.0
518.8999, 161571.0
518.9999, 161851.0
519.0998999999999, 161456.0
519.1999, 160498.0
519.2999, 160391.0
519.3999, 160575.0
519.4999, 160214.0
519.5998999999999, 160371.0
519.6999, 160561.0
519.7999, 160207.0
519.8999, 160002.0
519.9999, 159689.0
520.0998999999999, 159181.0
520.1999, 159536.0
520.2999, 158929.0
520.3999, 158419.0
520.4999, 158077.0
520.5998999999999, 158152.0
520.6999, 158105.0
520.7999, 158240.0
520.8999, 157455.0
520.9999, 157495.0
521.0998999999999, 157857.0
521.1999, 157816.0
521.2999, 158045.0
521.3999, 157870.0
521.4999, 157668.0
521.5998999999999, 157469.0
521.6999, 157450.0
521.7999, 157733.0
521.8999, 156565.0
521.9999, 156573.0
522.0998999999999, 156481.0
522.1999, 155951.0
522.2999, 155596.0
522.3999, 155235.0
522.4999, 155822.0
522.5998999999999, 155588.0
522.6999, 155151.0
522.7999, 154679.0
522.8999, 154237.0
522.9999, 154290.0
523.0998999999999, 153817.0
523.1999, 153308.0
523.2999, 153305.0
523.3999, 153802.0
523.4999, 154312.0
523.5998999999999, 154190.0
523.6999, 153913.0
523.7999, 154447.0
523.8999, 154504.0
523.9999, 153625.0
524.0998999999999, 153124.0
524.1999, 153083.0
524.2999, 153206.0
524.3999, 152982.0
524.4999, 152660.0
524.5998999999999, 152474.0
524.6999, 152338.0
524.7999, 152035.0
524.8999, 151477.0
524.9999, 151867.0
525.0998999999999, 152118.0
525.1999, 152038.0
525.2999, 151565.0
525.3999, 151531.0
525.4999, 151191.0
525.5998999999999, 150367.0
525.6999, 150822.0
525.7999, 150098.0
525.8999, 149985.0
525.9999, 149994.0
526.0998999999999, 150090.0
526.1999, 150090.0
526.2999, 149608.0
526.3999, 149353.0
526.4999, 148836.0
526.5998999999999, 148722.0
526.6999, 148278.0
526.7999, 147990.0
526.8999, 148705.0
526.9999, 149513.0
527.0998999999999, 149379.0
527.1999, 149209.0
527.2999, 148744.0
527.3999, 148903.0
527.4999, 148326.0
527.5998999999999, 148434.0
527.6999, 147651.0
527.7999, 148097.0
527.8999, 147975.0
527.9999, 147852.0
528.0998999999999, 147869.0
528.1999, 147507.0
528.2999, 147475.0
528.3999, 147272.0
528.4999, 148231.0
528.5998999999999, 146666.0
528.6999, 146202.0
528.7999, 147121.0
528.8999, 147005.0
528.9999, 147565.0
529.0998999999999, 147711.0
529.1999, 147901.0
529.2999, 147937.0
529.3999, 147615.0
529.4999, 147618.0
529.5998999999999, 147834.0
529.6999, 147523.0
529.7999, 148381.0
529.8999, 148313.0
529.9999, 149074.0
530.0998999999999, 148754.0
530.1999, 149026.0
530.2999, 148969.0
530.3999, 149177.0
530.4999, 150029.0
530.5998999999999, 150562.0
530.6999, 151706.0
530.7999, 152397.0
530.8999, 153559.0
530.9999, 155176.0
531.0998999999999, 157461.0
531.1999, 159756.0
531.2999, 162626.0
531.3999, 165295.0
531.4999, 169245.0
531.5998999999999, 173808.0
531.6999, 179773.0
531.7999, 186548.0
531.8999, 193069.0
531.9999, 201220.0
532.0998999999999, 209679.0
532.1999, 218034.0
532.2999, 225484.0
532.3999, 232288.0
532.4999, 237309.0
532.5998999999999, 240367.0
532.6999, 241083.0
532.7999, 241397.0
532.8999, 240912.0
532.9999, 237418.0
533.0998999999999, 233761.0
533.1999, 229650.0
533.2999, 225309.0
533.3999, 221502.0
533.4999, 216915.0
533.5998999999999, 212896.0
533.6999, 208528.0
533.7999, 205989.0
533.8999, 202509.0
533.9999, 199709.0
534.0998999999999, 197410.0
534.1999, 196216.0
534.2999, 195365.0
534.3999, 194538.0
534.4999, 193659.0
534.5998999999999, 192966.0
534.6999, 192064.0
534.7999, 191774.0
534.8999, 190671.0
534.9999, 188701.0
535.0998999999999, 187078.0
535.1999, 185287.0
535.2999, 182696.0
535.3999, 180461.0
535.4999, 178652.0
535.5998999999999, 176508.0
